CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
00.000.000/0001-91;2026-12-31;1;158239;BCO BRASIL S.A.;352417;Capital Emitido;2023-04-27;120000000000.00;;5730834040;0;5730834040
00.000.000/0001-91;2026-12-31;1;158239;BCO BRASIL S.A.;352418;Capital Subscrito;2023-04-27;120000000000.00;;5730834040;0;5730834040
00.000.000/0001-91;2026-12-31;1;158239;BCO BRASIL S.A.;352419;Capital Integralizado;2023-04-27;120000000000.00;;5730834040;0;5730834040
00.000.000/0001-91;2026-12-31;1;158239;BCO BRASIL S.A.;352420;Capital Autorizado;2026-04-29;150000000000.00;;0;0;0
00.001.180/0001-26;2026-12-31;1;158151;AXIA ENERGIA S.A.;352203;Capital Emitido;2025-12-08;100135201429.75;Não Aplicável;2028544286;886884431;2915428717
00.001.180/0001-26;2026-12-31;1;158151;AXIA ENERGIA S.A.;352204;Capital Subscrito;2025-12-19;100135201429.75;Não aplicável.;2028544286;886884431;2915428717
00.001.180/0001-26;2026-12-31;1;158151;AXIA ENERGIA S.A.;352205;Capital Integralizado;2025-12-19;100135201429.75;Não aplicável.;2028544286;886884431;2915428717
00.001.180/0001-26;2026-12-31;1;158151;AXIA ENERGIA S.A.;352206;Capital Autorizado;2025-12-19;29864798570.25;;0;0;0
00.070.698/0001-11;2026-12-31;1;158323;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;352590;Capital Integralizado;2021-10-14;566025355.62;;35920890;36161025;72081915
00.080.671/0001-00;2026-12-31;1;158227;CARAMURU ALIMENTOS S.A.;352398;Capital Emitido;2026-04-28;2533230215.64;Não aplicável;24444000;0;24444000
00.080.671/0001-00;2026-12-31;1;158227;CARAMURU ALIMENTOS S.A.;352399;Capital Subscrito;2026-04-28;2533230215.64;Não aplicável;24444000;0;24444000
00.080.671/0001-00;2026-12-31;1;158227;CARAMURU ALIMENTOS S.A.;352400;Capital Integralizado;2026-04-28;2533230215.64;Não aplicável;24444000;0;24444000
00.194.724/0001-13;2026-12-31;1;158464;AUREN OPERAÇÕES S.A.;352952;Capital Autorizado;2021-05-13;4600000000.00;;0;0;0
00.194.724/0001-13;2026-12-31;1;158464;AUREN OPERAÇÕES S.A.;352953;Capital Emitido;2026-03-30;3083775052.66;;2992234499;0;2992234499
00.194.724/0001-13;2026-12-31;1;158464;AUREN OPERAÇÕES S.A.;352954;Capital Subscrito;2026-03-30;3083775052.66;;2992234499;0;2992234499
00.194.724/0001-13;2026-12-31;1;158464;AUREN OPERAÇÕES S.A.;352955;Capital Integralizado;2026-03-30;3083775052.66;;2992234499;0;2992234499
00.336.701/0001-04;2026-12-31;1;158134;TELEC BRASILEIRAS S.A. TELEBRAS;352186;Capital Integralizado;2025-09-25;3719535704.96;;83575912;18407491;101983403
00.336.701/0001-04;2026-12-31;1;158134;TELEC BRASILEIRAS S.A. TELEBRAS;352187;Capital Subscrito;2025-09-25;3719535704.96;;83575912;18407491;101983403
00.357.038/0001-16;2026-12-31;1;158152;AXIA ENERGIA NORTE S.A.;352207;Capital Emitido;2023-10-31;20336183860.17;Não Aplicável;168044751;0;168044751
00.357.038/0001-16;2026-12-31;1;158152;AXIA ENERGIA NORTE S.A.;352208;Capital Subscrito;2023-10-31;20336183860.17;Não Aplicável;168044751;0;168044751
00.357.038/0001-16;2026-12-31;1;158152;AXIA ENERGIA NORTE S.A.;352209;Capital Integralizado;2023-10-31;20336183860.17;Não Aplicável;168044751;0;168044751
00.383.281/0001-09;2026-12-31;1;158097;BNDES PARTICIPACOES S.A. - BNDESPAR;352070;Capital Autorizado;2018-06-29;100000000000.00;;0;0;0
00.383.281/0001-09;2026-12-31;1;158097;BNDES PARTICIPACOES S.A. - BNDESPAR;352071;Capital Emitido;2025-05-28;46998318477.17;;1000000;0;1000000
00.383.281/0001-09;2026-12-31;1;158097;BNDES PARTICIPACOES S.A. - BNDESPAR;352072;Capital Subscrito;2025-05-28;46998318477.17;;1000000;0;1000000
00.383.281/0001-09;2026-12-31;1;158097;BNDES PARTICIPACOES S.A. - BNDESPAR;352073;Capital Integralizado;2025-05-28;46998318477.17;;1000000;0;1000000
00.644.907/0001-93;2026-12-31;1;158101;INVESTCO S.A.;352085;Capital Subscrito;2009-04-07;961793701.46;;402202308;384203962;786406270
00.644.907/0001-93;2026-12-31;1;158101;INVESTCO S.A.;352086;Capital Integralizado;2009-04-07;961793701.46;;402202308;384203962;786406270
00.644.907/0001-93;2026-12-31;1;158101;INVESTCO S.A.;352087;Capital Emitido;2009-04-07;961793701.46;;402202308;384203962;786406270
00.743.065/0001-27;2026-12-31;1;156808;LITEL PARTICIPACOES S.A.;350197;Capital Emitido;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2026-12-31;1;156808;LITEL PARTICIPACOES S.A.;350198;Capital Subscrito;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2026-12-31;1;156808;LITEL PARTICIPACOES S.A.;350199;Capital Integralizado;2019-09-09;21844245.97;;215495403;0;215495403
00.743.065/0001-27;2026-12-31;1;156808;LITEL PARTICIPACOES S.A.;350200;Capital Autorizado;1995-07-27;0.00;;600000000;0;600000000
00.776.574/0001-56;2026-12-31;1;158617;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;353358;Capital Emitido;2026-05-13;39918282260.10;13/05/2026;200245278;0;200245278
00.776.574/0001-56;2026-12-31;1;158617;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;353359;Capital Subscrito;2026-05-13;39918282260.10;13/05/2026;200245278;0;200245278
00.776.574/0001-56;2026-12-31;1;158617;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;353360;Capital Integralizado;2026-05-13;39918282260.10;13/05/2026;200245278;0;200245278
00.776.574/0001-56;2026-12-31;1;158617;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;353361;Capital Autorizado;2024-05-21;0.00;21/05/2024;435084497;0;435084497
00.864.214/0001-06;2026-12-31;1;158483;ENERGISA S.A.;353017;Capital Autorizado;2026-04-29;0.00;N/A;1200000000;2400000000;3600000000
00.864.214/0001-06;2026-12-31;1;158483;ENERGISA S.A.;353018;Capital Emitido;2025-11-19;10876550480.12;N/A;975954372;1542412758;2518367130
00.864.214/0001-06;2026-12-31;1;158483;ENERGISA S.A.;353019;Capital Subscrito;2025-11-19;10876550480.12;N/A;975954372;1542412758;2518367130
00.864.214/0001-06;2026-12-31;1;158483;ENERGISA S.A.;353020;Capital Integralizado;2025-11-19;10876550480.12;N/A;975954372;1542412758;2518367130
00.873.894/0001-24;2026-12-31;1;158224;LETS RENT A CAR S/A;352391;Capital Emitido;2023-09-30;578986461.00;N/A;578986461;0;578986461
00.873.894/0001-24;2026-12-31;1;158224;LETS RENT A CAR S/A;352392;Capital Subscrito;2023-09-30;578986461.00;N/A;578986461;0;578986461
00.873.894/0001-24;2026-12-31;1;158224;LETS RENT A CAR S/A;352393;Capital Integralizado;2023-09-30;578986461.00;N/A;578986461;0;578986461
00.897.864/0001-58;2026-12-31;1;157971;SANTA CATARINA PART INVEST SA;351866;Capital Autorizado;1995-11-13;200000000.00;;200000;0;200000
00.938.574/0001-05;2026-12-31;1;158347;CONC RIO-TERESOPOLIS S.A.;352667;Capital Subscrito;2026-04-30;57899999.89;;48786;37680;86466
00.938.574/0001-05;2026-12-31;1;158347;CONC RIO-TERESOPOLIS S.A.;352668;Capital Integralizado;2026-04-30;57899999.89;;48786;37680;86466
00.979.969/0001-56;2026-12-31;1;156398;CAIXA ADM DIV PUB ESTADUAL SA;349381;Capital Subscrito;2025-04-16;1210200000.00;;4069715169;0;4069715169
00.979.969/0001-56;2026-12-31;1;156398;CAIXA ADM DIV PUB ESTADUAL SA;349382;Capital Integralizado;2025-04-16;1210200000.00;;4069715169;0;4069715169
01.027.058/0001-91;2026-12-31;1;158334;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;352636;Capital Emitido;2024-11-12;5700000000.00;;2668174120;0;2668174120
01.027.058/0001-91;2026-12-31;1;158334;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;352637;Capital Subscrito;2024-11-12;5700000000.00;;2668174120;0;2668174120
01.027.058/0001-91;2026-12-31;1;158334;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;352638;Capital Integralizado;2024-11-12;5700000000.00;;2668174120;0;2668174120
01.027.058/0001-91;2026-12-31;1;158334;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;352639;Capital Autorizado;2011-04-29;263834773.86;;2400000000;0;2400000000
01.083.200/0001-18;2026-12-31;1;157805;NEOENERGIA S.A.;351502;Capital Emitido;2026-05-18;21621460671.55;;1215410788;0;1215410788
01.083.200/0001-18;2026-12-31;1;157805;NEOENERGIA S.A.;351503;Capital Subscrito;2026-05-18;21621460671.55;;1215410788;0;1215410788
01.083.200/0001-18;2026-12-31;1;157805;NEOENERGIA S.A.;351504;Capital Integralizado;2026-05-18;21621460671.55;;1215410788;0;1215410788
01.319.044/0001-41;2026-12-31;1;158085;WTC AMAZONAS SUITE HOTEL S.A.;352054;Capital Integralizado;1996-06-01;50000.00;;100;0;100
01.417.222/0001-77;2026-12-31;1;158065;MRS LOGISTICA S.A.;352011;Capital Emitido;2025-04-30;4760878809.86;;187210201;150766818;337977019
01.417.222/0001-77;2026-12-31;1;158065;MRS LOGISTICA S.A.;352012;Capital Autorizado;2025-04-30;239121190.14;;0;0;0
01.417.222/0001-77;2026-12-31;1;158065;MRS LOGISTICA S.A.;352013;Capital Integralizado;2025-04-30;4760878809.86;;187210201;150766818;337977019
01.417.222/0001-77;2026-12-31;1;158065;MRS LOGISTICA S.A.;352014;Capital Subscrito;2025-04-30;4760878809.86;;187210201;150766818;337977019
01.545.826/0001-07;2026-12-31;1;158511;GAFISA S.A.;353085;Capital Emitido;2026-01-15;2214959161.81;n/a;24515924;0;24515924
01.545.826/0001-07;2026-12-31;1;158511;GAFISA S.A.;353086;Capital Autorizado;2025-06-02;0.00;N/A;5484076;0;5484076
01.545.826/0001-07;2026-12-31;1;158511;GAFISA S.A.;353087;Capital Subscrito;2026-01-15;2214959161.81;n/a;24515924;0;24515924
01.545.826/0001-07;2026-12-31;1;158511;GAFISA S.A.;353088;Capital Integralizado;2026-01-15;2214959161.81;n/a;24515924;0;24515924
01.548.981/0001-79;2026-12-31;1;158038;INVESTIMENTOS BEMGE S.A.;351967;Capital Emitido;2015-04-30;123144439.42;n/a;792124;1571812;2363936
01.548.981/0001-79;2026-12-31;1;158038;INVESTIMENTOS BEMGE S.A.;351968;Capital Integralizado;2015-04-30;123144439.42;n/a;792124;1571812;2363936
01.548.981/0001-79;2026-12-31;1;158038;INVESTIMENTOS BEMGE S.A.;351969;Capital Subscrito;2015-04-30;123144439.42;n/a;792124;1571812;2363936
01.616.929/0001-02;2026-12-31;1;158210;SANEAMENTO DE GOIAS SA;352353;Capital Emitido;2020-01-30;2515546367.76;;1866906374;648639993;2515546367
01.616.929/0001-02;2026-12-31;1;158210;SANEAMENTO DE GOIAS SA;352354;Capital Subscrito;2020-01-30;2515546367.76;;1866906374;648639993;2515546367
01.616.929/0001-02;2026-12-31;1;158210;SANEAMENTO DE GOIAS SA;352355;Capital Integralizado;2020-01-30;2515546367.76;;1866906374;648639993;2515546367
01.616.929/0001-02;2026-12-31;1;158210;SANEAMENTO DE GOIAS SA;352356;Capital Autorizado;2014-06-04;3125000000.00;;2500000000;625000000;3125000000
01.637.895/0001-32;2026-12-31;1;158342;VOTORANTIM CIMENTOS S.A.;352648;Capital Emitido;2026-04-30;7709529976.01;;9225692924;300571428;9526264352
01.637.895/0001-32;2026-12-31;1;158342;VOTORANTIM CIMENTOS S.A.;352649;Capital Subscrito;2026-04-30;7709529976.01;;9225692924;300571428;9526264352
01.637.895/0001-32;2026-12-31;1;158342;VOTORANTIM CIMENTOS S.A.;352650;Capital Integralizado;2026-04-30;7709529976.01;;9225692924;300571428;9526264352
01.637.895/0001-32;2026-12-31;1;158342;VOTORANTIM CIMENTOS S.A.;352651;Capital Autorizado;2013-04-30;12000000000.00;;0;0;0
01.851.771/0001-55;2026-12-31;1;158270;524 PARTICIPACOES S.A.;352486;Capital Subscrito;2026-02-20;1415904.66;2 dias;289505351;0;289505351
01.851.771/0001-55;2026-12-31;1;158270;524 PARTICIPACOES S.A.;352487;Capital Integralizado;2026-02-20;1415904.66;2 dias;289505351;0;289505351
01.851.771/0001-55;2026-12-31;1;158270;524 PARTICIPACOES S.A.;352488;Capital Emitido;2026-02-20;1415904.66;2 dias;289505351;0;289505351
01.896.779/0001-38;2026-12-31;1;158311;CSU DIGITAL S.A.;352567;Capital Emitido;2025-12-16;279231849.61;;41800000;0;41800000
01.896.779/0001-38;2026-12-31;1;158311;CSU DIGITAL S.A.;352568;Capital Subscrito;2025-12-16;279231849.61;;41800000;0;41800000
01.896.779/0001-38;2026-12-31;1;158311;CSU DIGITAL S.A.;352569;Capital Integralizado;2025-12-16;279231849.61;;41800000;0;41800000
01.896.779/0001-38;2026-12-31;1;158311;CSU DIGITAL S.A.;352570;Capital Autorizado;2023-05-04;1000000000.00;;0;0;0
01.989.044/0001-59;2026-12-31;1;158089;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;352059;Capital Integralizado;1997-06-16;50000.00;;1000;0;1000
02.016.440/0001-62;2026-12-31;1;158063;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;352004;Capital Emitido;2026-04-23;2885818747.98;Não aplicável;1125427;0;1125427
02.016.440/0001-62;2026-12-31;1;158063;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;352005;Capital Subscrito;2026-04-23;2885818747.98;Não aplicável;1125427;0;1125427
02.016.440/0001-62;2026-12-31;1;158063;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;352006;Capital Integralizado;2026-04-23;2885818747.98;Não aplicável;1125427;0;1125427
02.016.440/0001-62;2026-12-31;1;158063;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;352007;Capital Autorizado;2026-04-23;0.00;Não aplicável;1125427;0;1125427
02.016.507/0001-69;2026-12-31;1;158154;AXIA ENERGIA SUL S.A.;352213;Capital Emitido;2023-10-31;7067586256.05;Não Aplicável;499362292202;0;499362292202
02.016.507/0001-69;2026-12-31;1;158154;AXIA ENERGIA SUL S.A.;352214;Capital Subscrito;2023-10-31;7067586256.05;Não Aplicável;499362292202;0;499362292202
02.016.507/0001-69;2026-12-31;1;158154;AXIA ENERGIA SUL S.A.;352215;Capital Integralizado;2023-10-31;7067586256.05;Não Aplicável;499362292202;0;499362292202
02.062.747/0001-08;2026-12-31;1;158277;SUDESTE S.A.;352505;Capital Emitido;2026-01-09;98987621.78;09/01/2026;7530483602362;0;7530483602362
02.062.747/0001-08;2026-12-31;1;158277;SUDESTE S.A.;352506;Capital Integralizado;2026-01-09;98987621.78;09/01/2026;7530483602362;0;7530483602362
02.062.747/0001-08;2026-12-31;1;158277;SUDESTE S.A.;352507;Capital Subscrito;2026-01-09;98987621.78;09/01/2026;7530483602362;0;7530483602362
02.149.205/0001-69;2026-12-31;1;158504;PORTO SEGURO S.A.;353065;Capital Emitido;2021-10-20;8500000000.00;N/A;646586060;0;646586060
02.149.205/0001-69;2026-12-31;1;158504;PORTO SEGURO S.A.;353066;Capital Subscrito;2021-10-20;8500000000.00;N/A;646586060;0;646586060
02.149.205/0001-69;2026-12-31;1;158504;PORTO SEGURO S.A.;353067;Capital Integralizado;2021-10-20;8500000000.00;N/A;646586060;0;646586060
02.149.205/0001-69;2026-12-31;1;158504;PORTO SEGURO S.A.;353068;Capital Autorizado;2021-10-20;0.00;N/A;108279858;0;108279858
02.171.304/0001-47;2026-12-31;2;157236;FGR INCORPORAÇÕES S.A.;350902;Capital Autorizado;2026-03-03;200000000.00;;0;0;0
02.171.304/0001-47;2026-12-31;2;157236;FGR INCORPORAÇÕES S.A.;350903;Capital Subscrito;2025-12-30;820000000.00;;8385516;0;8385516
02.171.304/0001-47;2026-12-31;2;157236;FGR INCORPORAÇÕES S.A.;350904;Capital Emitido;2025-12-30;820000000.00;;8385516;0;8385516
02.171.304/0001-47;2026-12-31;2;157236;FGR INCORPORAÇÕES S.A.;350905;Capital Integralizado;2025-12-30;820000000.00;;8385516;0;8385516
02.193.750/0001-52;2026-12-31;1;158600;DEXXOS PARTICIPAÇÕES S.A.;353309;Capital Integralizado;2025-12-10;519204036.31;26/12/2025;116481187;6493280;122974467
02.193.750/0001-52;2026-12-31;1;158600;DEXXOS PARTICIPAÇÕES S.A.;353310;Capital Emitido;2025-12-10;519204036.31;26/12/2025;116481187;6493280;122974467
02.193.750/0001-52;2026-12-31;1;158600;DEXXOS PARTICIPAÇÕES S.A.;353311;Capital Subscrito;2025-12-10;519204036.31;26/12/2025;116481187;6493280;122974467
02.201.787/0001-85;2026-12-31;1;157518;CEL PARTICIPAÇÕES S.A. - CELPAR;351114;Capital Subscrito;1997-09-10;2609030.00;10/09/1997;2609000;30;2609030
02.255.187/0001-08;2026-12-31;1;158452;UNIFIQUE TELECOMUNICAÇÕES S.A.;352913;Capital Emitido;2025-12-29;1111973380.01;;399086646;0;399086646
02.255.187/0001-08;2026-12-31;1;158452;UNIFIQUE TELECOMUNICAÇÕES S.A.;352914;Capital Subscrito;2025-12-29;1111973380.01;;399086646;0;399086646
02.255.187/0001-08;2026-12-31;1;158452;UNIFIQUE TELECOMUNICAÇÕES S.A.;352915;Capital Integralizado;2025-12-29;1111973380.01;;399086646;0;399086646
02.255.187/0001-08;2026-12-31;1;158452;UNIFIQUE TELECOMUNICAÇÕES S.A.;352916;Capital Autorizado;2021-08-23;0.00;;180000000;0;180000000
02.258.422/0001-97;2026-12-31;1;158268;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;352481;Capital Integralizado;2004-08-31;191422963.24;;246385991;66034745;312420736
02.281.836/0001-37;2026-12-31;1;158243;TRANSNORDESTINA LOGISTICA SA;352426;Capital Integralizado;2025-10-17;9856699535.22;;114582750;89751232;204333982
02.286.479/0001-08;2026-12-31;1;158486;LOCALIZA FLEET S.A.;353021;Capital Emitido;2024-12-31;3705955120.69;;637869842;0;637869842
02.286.479/0001-08;2026-12-31;1;158486;LOCALIZA FLEET S.A.;353022;Capital Integralizado;2024-12-31;3705955120.69;;637869842;0;637869842
02.286.479/0001-08;2026-12-31;1;158486;LOCALIZA FLEET S.A.;353023;Capital Subscrito;2024-12-31;3705955120.69;;637869842;0;637869842
02.291.077/0001-93;2026-12-31;1;157140;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;350735;Capital Integralizado;1997-12-10;1100000.00;;100000;0;100000
02.302.100/0001-06;2026-12-31;1;158103;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;352091;Capital Emitido;2015-12-29;596669107.23;;39091735037;0;39091735037
02.302.100/0001-06;2026-12-31;1;158103;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;352092;Capital Subscrito;2015-12-29;596669107.23;;39091735037;0;39091735037
02.302.100/0001-06;2026-12-31;1;158103;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;352093;Capital Integralizado;2015-12-29;596669107.23;;39091735037;0;39091735037
02.328.280/0001-97;2026-12-31;1;157809;ELEKTRO REDES S.A.;351517;Capital Emitido;2008-03-31;952491950.00;;91880972;101878293;193759265
02.328.280/0001-97;2026-12-31;1;157809;ELEKTRO REDES S.A.;351518;Capital Subscrito;2008-03-31;952491950.00;;91880972;101878293;193759265
02.328.280/0001-97;2026-12-31;1;157809;ELEKTRO REDES S.A.;351519;Capital Integralizado;2008-03-31;952491950.00;;91880972;101878293;193759265
02.328.280/0001-97;2026-12-31;1;157809;ELEKTRO REDES S.A.;351520;Capital Autorizado;2008-03-31;2000000000.00;;91880972;101878293;193759265
02.338.534/0001-58;2026-12-31;1;158331;LONGDIS S.A.;352624;Capital Emitido;2026-04-30;7068231.90;Não aplicável;11508544;0;11508544
02.338.534/0001-58;2026-12-31;1;158331;LONGDIS S.A.;352625;Capital Integralizado;2026-04-30;7068231.90;Não aplicável;11508544;0;11508544
02.338.534/0001-58;2026-12-31;1;158331;LONGDIS S.A.;352626;Capital Subscrito;2026-04-30;7068231.90;Não aplicável;11508544;0;11508544
02.338.534/0001-58;2026-12-31;1;158331;LONGDIS S.A.;352627;Capital Autorizado;2009-08-27;9992931768.10;Não aplicável;0;0;0
02.351.144/0001-18;2026-12-31;1;158329;TEGMA GESTAO LOGISTICA S.A.;352617;Capital Emitido;2026-04-09;460000000.00;;66002915;0;66002915
02.351.144/0001-18;2026-12-31;1;158329;TEGMA GESTAO LOGISTICA S.A.;352618;Capital Subscrito;2026-04-09;460000000.00;;66002915;0;66002915
02.351.144/0001-18;2026-12-31;1;158329;TEGMA GESTAO LOGISTICA S.A.;352619;Capital Integralizado;2026-04-09;460000000.00;;66002915;0;66002915
02.351.144/0001-18;2026-12-31;1;158329;TEGMA GESTAO LOGISTICA S.A.;352620;Capital Autorizado;2026-04-09;300000000.00;;66002915;0;66002915
02.351.877/0001-52;2026-12-31;1;158378;LWSA S/A;352723;Capital Autorizado;2021-01-26;5000000000.00;N/A;0;0;0
02.351.877/0001-52;2026-12-31;1;158378;LWSA S/A;352724;Capital Subscrito;2026-02-06;2406076931.86;N/A;568561350;0;568561350
02.351.877/0001-52;2026-12-31;1;158378;LWSA S/A;352725;Capital Integralizado;2026-02-06;2406076931.86;N/A;568561350;0;568561350
02.351.877/0001-52;2026-12-31;1;158378;LWSA S/A;352726;Capital Emitido;2026-02-06;2406076931.86;N/A;568561350;0;568561350
02.357.251/0001-53;2026-12-31;1;158190;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;352286;Capital Emitido;2018-03-15;73435885.26;180 dias contados de 15/03/18;2576438;0;2576438
02.357.251/0001-53;2026-12-31;1;158190;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;352287;Capital Subscrito;2018-03-15;73435885.26;180 dias contados de 15/03/18;2576438;0;2576438
02.357.251/0001-53;2026-12-31;1;158190;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;352288;Capital Integralizado;2018-03-15;73435885.26;;2576438;0;2576438
02.365.069/0001-44;2026-12-31;1;158147;PADTEC HOLDING S.A.;352195;Capital Autorizado;2021-03-31;0.00;-;135000000;0;135000000
02.365.069/0001-44;2026-12-31;1;158147;PADTEC HOLDING S.A.;352196;Capital Emitido;2024-04-10;138441637.70;-;79469626;0;79469626
02.365.069/0001-44;2026-12-31;1;158147;PADTEC HOLDING S.A.;352197;Capital Subscrito;2024-04-10;138441637.70;-;79469626;0;79469626
02.365.069/0001-44;2026-12-31;1;158147;PADTEC HOLDING S.A.;352198;Capital Integralizado;2024-04-10;138441637.70;-;79469626;0;79469626
02.382.073/0001-10;2026-12-31;1;158566;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;353211;Capital Emitido;2021-02-10;376353295.59;N/A;342985643;0;342985643
02.382.073/0001-10;2026-12-31;1;158566;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;353212;Capital Subscrito;2021-02-10;376353295.59;N/A;342985643;0;342985643
02.382.073/0001-10;2026-12-31;1;158566;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;353213;Capital Integralizado;2021-02-10;376353295.59;N/A;342985643;0;342985643
02.387.241/0001-60;2026-12-31;1;158542;RUMO S.A.;353153;Capital Emitido;2025-06-27;12579725503.52;;1858685773;0;1858685773
02.387.241/0001-60;2026-12-31;1;158542;RUMO S.A.;353154;Capital Integralizado;2025-06-27;12579725503.52;;1858685773;0;1858685773
02.387.241/0001-60;2026-12-31;1;158542;RUMO S.A.;353155;Capital Autorizado;2025-06-27;3500000000.00;;0;0;0
02.387.241/0001-60;2026-12-31;1;158542;RUMO S.A.;353156;Capital Subscrito;2025-06-27;12579725503.52;;1858685773;0;1858685773
02.421.421/0001-11;2026-12-31;1;158517;TIM S.A.;353204;Capital Emitido;1998-02-11;13477890507.55;Indeterminado;2392125889;0;2392125889
02.429.144/0001-93;2026-12-31;1;158086;CPFL ENERGIA S.A.;352055;Capital Emitido;2019-06-27;9435625759.75;Não aplicável;1152254440;0;1152254440
02.429.144/0001-93;2026-12-31;1;158086;CPFL ENERGIA S.A.;352056;Capital Subscrito;2019-06-27;9435625759.75;Não aplicável;1152254440;0;1152254440
02.429.144/0001-93;2026-12-31;1;158086;CPFL ENERGIA S.A.;352057;Capital Integralizado;2006-04-28;9435625759.75;Não aplicável;1152254440;0;1152254440
02.429.144/0001-93;2026-12-31;1;158086;CPFL ENERGIA S.A.;352058;Capital Autorizado;2021-04-30;0.00;Não aplicável;365660306;0;365660306
02.451.848/0001-62;2026-12-31;1;158473;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;352987;Capital Emitido;2010-04-30;246750000.00;30/04/2010;175000000;0;175000000
02.451.848/0001-62;2026-12-31;1;158473;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;352988;Capital Subscrito;2010-04-30;246750000.00;30/04/2010;175000000;0;175000000
02.451.848/0001-62;2026-12-31;1;158473;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;352989;Capital Integralizado;2010-04-30;246750000.00;30/04/2010;175000000;0;175000000
02.474.103/0001-19;2026-12-31;2;157683;ENGIE BRASIL ENERGIA S.A.;351223;Capital Emitido;2025-11-05;6863706794.52;Não aplicável;1142298836;0;1142298836
02.474.103/0001-19;2026-12-31;2;157683;ENGIE BRASIL ENERGIA S.A.;351224;Capital Subscrito;2025-11-05;6863706794.52;Não aplicável;1142298836;0;1142298836
02.474.103/0001-19;2026-12-31;2;157683;ENGIE BRASIL ENERGIA S.A.;351225;Capital Integralizado;2025-11-05;6863706794.52;Não aplicável;1142298836;0;1142298836
02.474.103/0001-19;2026-12-31;2;157683;ENGIE BRASIL ENERGIA S.A.;351226;Capital Autorizado;2025-12-19;18136293205.48;Não aplicável;0;0;0
02.509.491/0001-26;2026-12-31;1;158114;CONC ECOVIAS IMIGRANTES S.A.;352121;Capital Autorizado;2003-03-28;0.00;;52965000;0;52965000
02.509.491/0001-26;2026-12-31;1;158114;CONC ECOVIAS IMIGRANTES S.A.;352122;Capital Emitido;2001-12-20;314051870.00;;270386120;0;270386120
02.509.491/0001-26;2026-12-31;1;158114;CONC ECOVIAS IMIGRANTES S.A.;352123;Capital Subscrito;2001-12-20;314051870.00;;270386120;0;270386120
02.509.491/0001-26;2026-12-31;1;158114;CONC ECOVIAS IMIGRANTES S.A.;352124;Capital Integralizado;2001-12-20;302547396.60;;262452000;0;262452000
02.558.157/0001-62;2026-12-31;1;158380;TELEFÔNICA BRASIL S.A;352731;Capital Emitido;2026-03-12;56071415865.09;Não se aplica;3226546622;0;3226546622
02.558.157/0001-62;2026-12-31;1;158380;TELEFÔNICA BRASIL S.A;352732;Capital Subscrito;2026-03-12;56071415865.09;Não se aplica;3226546622;0;3226546622
02.558.157/0001-62;2026-12-31;1;158380;TELEFÔNICA BRASIL S.A;352733;Capital Integralizado;2026-03-12;56071415865.09;Não se aplica;3226546622;0;3226546622
02.558.157/0001-62;2026-12-31;1;158380;TELEFÔNICA BRASIL S.A;352734;Capital Autorizado;2014-11-06;0.00;;1850000000;0;1850000000
